"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"NVDA","NVIDIA CORP","67066G104","2379504",0.08201523434700687,"-",298385133,"USD"
"AAPL","APPLE INC","037833100","2046251",0.0739175535137429,"-",179945240,"USD"
"MSFT","MICROSOFT CORP","594918104","2588173",0.055862383052063425,"-",91555772,"USD"
"AMZN","AMAZON.COM INC","023135106","2000019",0.03677121191887338,"-",121028166,"USD"
"GOOGL","ALPHABET INC CL A","02079K305","BYVY8G0",0.02979107517744427,"-",72349641,"USD"
"AVGO","BROADCOM INC","11135F101","BDZ78H9",0.02538210128910466,"-",58662409,"USD"
"META","META PLATFORMS INC CLASS A","30303M102","B7TL820",0.024659448926171966,"-",27189455,"USD"
"GOOG","ALPHABET INC CL C","02079K107","BYY88Y7",0.0239292610329645,"-",58608277,"USD"
"MU","MICRON TECHNOLOGY INC","595112103","2588184",0.018193664525378368,"-",13925878,"USD"
"TSLA","TESLA INC","88160R101","B616C79",0.016098028565548435,"-",34745648,"USD"
"AMD","ADVANCED MICRO DEVICES","007903107","2007849",0.015076879376221779,"-",20126133,"USD"
"BRK-B","BERKSHIRE HATHAWAY INC CL B","084670702","2073390",0.014195421950770132,"-",22963774,"USD"
"LLY","ELI LILLY + CO","532457108","2516152",0.013840533407750438,"-",9865742,"USD"
"JPM","JPMORGAN CHASE + CO","46625H100","2190385",0.013482131610880787,"-",32771377,"USD"
"XOM","EXXONMOBIL HOLDINGS CORP","30233Q108","BVSRPD7",0.009961691559866745,"-",50691547,"USD"
"JNJ","JOHNSON + JOHNSON","478160104","2475833",0.009746903994948899,"-",29709033,"USD"
"V","VISA INC CLASS A SHARES","92826C839","B2PZN04",0.00925882121150966,"-",21012222,"USD"
"INTC","INTEL CORP","458140100","2463247",0.009155419762971143,"-",61268374,"USD"
"WMT","WALMART INC","931142103","2936921",0.007402904941930506,"-",54950319,"USD"
"ABBV","ABBVIE INC","00287Y109","B92SR70",0.007037895832422582,"-",21782823,"USD"
"MA","MASTERCARD INC   A","57636Q104","B121557",0.0068041247197132065,"-",9969995,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.006631526143499252,"-",28368472,"USD"
"CSCO","CISCO SYSTEMS INC","17275R102","2198163",0.006302527885953393,"-",48584639,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.006102302359010228,"-",24361809,"USD"
"COST","COSTCO WHOLESALE CORP","22160K105","2701271",0.006027605791359431,"-",5466240,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.005778573982239304,"-",15428884,"USD"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.00565828496121747,"-",9786041,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.005608021477159559,"-",5666191,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.00548867065460902,"-",30410214,"USD"
"BAC","BANK OF AMERICA CORP","060505104","2295677",0.005471383848733662,"-",80159932,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005146866986013457,"-",28649896,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.0051245598202331885,"-",47728529,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.00500678596958121,"-",11063548,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.004984888018027783,"-",12788668,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.004817299820883939,"-",10049129,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004468369836240451,"-",19210027,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.004463828556405989,"-",51321767,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.004447599719019539,"-",12297805,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004097192570825501,"-",3589983,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.004015249917109167,"-",12550122,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0039852674893669175,"-",1799921,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.003892844959109518,"-",16618221,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.0038079180357876805,"-",3282323,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.0037548199946462802,"-",21310272,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.0037417650627265524,"-",11260760,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.003720326229573972,"-",37268807,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.00369523441088422,"-",4556933,"USD"
"KLAC","KLA CORP","482480100","2480138",0.0036887568490983616,"-",16109931,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.003557049753064166,"-",14710191,"USD"
"MRVL","MARVELL TECHNOLOGY INC","573874104","BNKJSM5",0.0034368705212251436,"-",10807809,"USD"
"C","CITIGROUP INC","172967424","2297907",0.003324067126304071,"-",20671599,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.003299893544416012,"-",6666934,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.003295721555469188,"-",11616894,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.0032520753648843494,"-",5680280,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.003201063318216361,"-",12907505,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.0031659806838907926,"-",13169258,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0031443522148769934,"-",2794615,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.0030440248634571896,"-",30386292,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0029247838300894623,"-",10100247,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.002902905840205637,"-",51196756,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0028189071345202945,"-",15278803,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.002818058763562208,"-",6001767,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.002691292180754515,"-",21335918,"USD"
