"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"BA","BOEING CO/THE","097023105","2108601",0.0027704878757257934,"-",9620448,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0027313163118884327,"-",2735544,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.0027311862734998,"-",21191817,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.002720002972077387,"-",6494752,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.00268955398323139,"-",1806075,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.002675129725046131,"-",13495285,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.00265250304542404,"-",12863000,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0026464812677350485,"-",25449278,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.002637118503753493,"-",19950369,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.0026119510740765786,"-",4738725,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0026091502472444894,"-",7245568,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.0025073501948510222,"-",8614829,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.002490915343118442,"-",9456442,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.002479581997401453,"-",15152183,"USD"
"T","AT+T INC","00206R102","2831811",0.0024782215957972952,"-",84796785,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0024599261948119707,"-",1762092,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0023638078197064554,"-",9983306,"USD"
"DE","DEERE + CO","244199105","2261203",0.002338300289628501,"-",3065925,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.002289475876173405,"-",24842382,"USD"
"PFE","PFIZER INC","717081103","2684703",0.002285944833774379,"-",69536496,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.0022435123072682287,"-",4205054,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0021481141447766794,"-",14867824,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0020316597662796035,"-",7594636,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.002029849231791717,"-",1538671,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0020112637451702117,"-",4321955,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0019919680488877122,"-",11568903,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0019813749216906324,"-",24920778,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.0019681010030971244,"-",3530579,"USD"
"GLW","CORNING INC","219350105","2224701",0.0019453542880393724,"-",9557871,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0019337108507802591,"-",7687403,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.0019309000209951981,"-",12586355,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018943892426483222,"-",4401999,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0018875572257686193,"-",3097344,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0018864569009417272,"-",7131403,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0018754836615317207,"-",6835361,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0018555877880709166,"-",3700425,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0018306304204064082,"-",15571160,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0018083038293734692,"-",13028755,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0018040125625485902,"-",13908849,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.0017858071881400109,"-",2472445,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0017537077120536755,"-",4210673,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.001711175156017808,"-",20379282,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.001690869161485162,"-",4882902,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0016776652635624564,"-",15668323,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0016260600291812147,"-",4878509,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0016218787948390245,"-",8376620,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0016174074748606538,"-",7492564,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0016070644214878675,"-",4932619,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0015983618524024476,"-",2697629,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.0015677328104029592,"-",4684877,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0015673627011430044,"-",1467213,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0015664924442344624,"-",13757173,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0015400946513420225,"-",1202418,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0015273108774441302,"-",9066262,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0015205588841882014,"-",4900846,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0015115162147017421,"-",1831328,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.0015004529487149902,"-",17543676,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0014918404062063161,"-",3097523,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.001490470001649187,"-",7600020,"USD"
"USB","US BANCORP","902973304","2736035",0.0014880492870300243,"-",18944242,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0014592507854243653,"-",9514261,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0014323328389773946,"-",4422150,"USD"
"MMM","3M CO","88579Y101","2595708",0.0014301221863706386,"-",6364935,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0014028341306637133,"-",3366140,"USD"
"CSX","CSX CORP","126408103","2160753",0.0014004134160445507,"-",22676744,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.0013988629583339299,"-",3283453,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0013923110241374358,"-",7446059,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.001384278652901123,"-",5879591,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.001354579885528007,"-",43479787,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0013484280694503826,"-",3374777,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0013328234628144575,"-",1684010,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0013290223406851938,"-",6835867,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.0013279420217642453,"-",3623640,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0013050852742238037,"-",3562574,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0012934318340117187,"-",3901138,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0012886004077263648,"-",14899709,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0012834588898988871,"-",2650320,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0012743161908827106,"-",6901651,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.001271445343379819,"-",2799282,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0012610722811481176,"-",4508666,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0012362249459662987,"-",5679267,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.0012327539212851025,"-",3931670,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.001226892190843659,"-",4618092,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.0012256218158162471,"-",4892726,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.0012250916593087445,"-",2594908,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.001205405847860347,"-",15671908,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0012051557740360532,"-",5685729,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.0011968033083046446,"-",3044442,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.001194692685227606,"-",2337792,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.0011839295078300066,"-",11004062,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0011750768944500105,"-",1219509,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.001169695305751211,"-",9111463,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.0011694452319269172,"-",3866410,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.0011644737642999591,"-",3195251,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.001163213392225519,"-",2025181,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.0011620130378689093,"-",10113272,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.0011613028282079154,"-",2671072,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.0011603125358637125,"-",4037596,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0011473387058593568,"-",2606627,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.001143897690037076,"-",1629089,"USD"
"SLB","SLB LTD","806857108","2779201",0.0011325643443200867,"-",18245144,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011264125282424624,"-",2742302,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0011202507092118665,"-",3228095,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.0011189503253255394,"-",9765630,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.00111568936265675,"-",5100202,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.0011118682346215427,"-",2387248,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.0011071268349129347,"-",9660422,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.001098784372134498,"-",18138945,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.001091822316866162,"-",764304,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.001083969998783341,"-",2778254,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.0010837199249590472,"-",3957504,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.0010829697034861663,"-",3091324,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0010760876718416044,"-",1833494,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.0010759676364059433,"-",6500338,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0010636339953917797,"-",8437505,"USD"
"HPE","HEWLETT PACKARD ENTERPRISE","42824C109","BYVYWS0",0.0010583224273637822,"-",16187373,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.0010502600472685542,"-",6422710,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.0010483594862039222,"-",2678801,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.0010381964859846277,"-",949379,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.0010326648529912516,"-",4139893,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.0010317145724589355,"-",599224,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.0010303841797136934,"-",3141376,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.001027003181609243,"-",682306,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.001017830473734151,"-",6639961,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.0010174703674271683,"-",5532675,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.0010133591537557802,"-",2718471,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.0010098481172626972,"-",4241644,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.0010065571457349924,"-",8154411,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.0009950437468645118,"-",30245774,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0009778086588941922,"-",15204499,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0009666653692836663,"-",8708305,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.0009623440935998716,"-",1895110,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.0009556721239677165,"-",3135295,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.0009466694662931444,"-",3562174,"USD"
"COR","CENCORA INC","03073E105","2795393",0.0009348259699745962,"-",2374595,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.0009308648005977846,"-",2779376,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.0009155902914099272,"-",12108978,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0009074878995028122,"-",3081690,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.0009055273207203498,"-",23893414,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.0008938838834612366,"-",7966234,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.0008922734080327854,"-",428624,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.0008922333962208984,"-",14010253,"USD"
"TER","TERADYNE INC","880770102","2884183",0.0008898827022725379,"-",1909737,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.000888572315433239,"-",10733243,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.0008811601272811747,"-",5628380,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.0008745981901317087,"-",2087971,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.0008738679745647712,"-",11379672,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.0008722374932303766,"-",1721702,"USD"
"AME","AMETEK INC","031100100","2089212",0.0008716873308169305,"-",2797332,"USD"
"AFL","AFLAC INC","001055102","2026361",0.0008557326208269943,"-",5590067,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.0008301250612193226,"-",2858442,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.0008301250612193226,"-",529961,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.000826513995196522,"-",2619214,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.000825723761911754,"-",2046763,"USD"
"SRE","SEMPRA","816851109","2138158",0.000822052678171123,"-",7977650,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.0008203021614010672,"-",47763971,"USD"
"OKE","ONEOK INC","682680103","2130109",0.0008162709713534532,"-",7688700,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.0008006763676705001,"-",2273560,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.0008003862820343194,"-",3866410,"USD"
"MET","METLIFE INC","59156R108","2573209",0.0007922138694564023,"-",6595803,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.0007883927414211949,"-",2576545,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.0007811706093755938,"-",10764892,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.0007745286486023539,"-",7027171,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.0007738384448473034,"-",11033794,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.0007720479162653608,"-",200961,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.0007704074319779943,"-",8162476,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.0007662362005887758,"-",3377336,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.0007613947713504504,"-",1993597,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.0007608246030310609,"-",8741397,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.0007498913754329416,"-",14638399,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.0007492111746308628,"-",9527718,"USD"
"EBAY","EBAY INC","278642103","2293819",0.0007453600377367402,"-",5418273,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.0007438796006969218,"-",1097016,"USD"
"FERG","FERGUSON ENTERPRISES INC","31488V107","BS6VHW3",0.000742369154798188,"-",2354204,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.00074220910755064,"-",2070435,"USD"
"DVN","DEVON ENERGY CORP","25179M103","2480677",0.000740748676416765,"-",14029355,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.0007357271940249482,"-",5587725,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.0007355571438244285,"-",1357598,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.0007306857057271877,"-",7618642,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.0007306456939153007,"-",3362869,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.0006996565456088292,"-",12487060,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.0006939548624149336,"-",962883,"USD"
"HUM","HUMANA INC","444859102","2445063",0.0006931646291301655,"-",1465571,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.000690143737332698,"-",983856,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.0006871228455352305,"-",6604416,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.000680500890667934,"-",5933357,"USD"
"-","US DOLLAR","999USDZ92","-",0.0006708880528620855,"-",546110712.82,"USD"
"FLEX","FLEX LTD","Y2573F102","2353058",0.0006688974652207078,"-",4486946,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.0006680972289829681,"-",3868290,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.0006505320435645807,"-",3573670,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.0006432999085660078,"-",2124360,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.0006432899056130361,"-",2440573,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.0006338671239136505,"-",6531358,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.0006335870412304416,"-",5452486,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.0006309162527869853,"-",4234637,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.0006305661494329741,"-",15653989,"USD"
"UAL","UNITED AIRLINES HOLDINGS INC","910047109","B4QG225",0.0006304261080913696,"-",3960945,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.0006261948589843208,"-",6470337,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.0006230039169863336,"-",3363867,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.0006184925851960757,"-",3449073,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.000614571427631151,"-",888308,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.0006121407100590165,"-",16604165,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.0006086196706129617,"-",8861149,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.000608409608600555,"-",1231217,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.0006042583831172801,"-",5835550,"USD"
"WAT","WATERS CORP","941848103","2937689",0.0005981265729455993,"-",1196695,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.0005973763514727183,"-",3218633,"USD"
"IQV","IQVIA HOLDINGS INC","46266C105","BDR73G1",0.0005973363396608313,"-",2037039,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.0005966661418117243,"-",4498037,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.0005936252441083133,"-",2233396,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.0005888738414467335,"-",3345550,"USD"
"IBKR","INTERACTIVE BROKERS GRO CL A","45841N107","B1WT4X2",0.0005865731622632317,"-",5436458,"USD"
"PAYX","PAYCHEX INC","704326107","2674458",0.0005804313491385792,"-",3936039,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.0005764601768087958,"-",26875401,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.000565266872433411,"-",6081596,"USD"
"NTAP","NETAPP INC","64110D104","2630643",0.0005614557473511755,"-",2411549,"USD"
"CCL","CARNIVAL CORP LTD","G2004J103","BVV7RC7",0.0005571644805262961,"-",15644679,"USD"
"VMC","VULCAN MATERIALS CO","929160109","2931205",0.0005537534735629306,"-",1583364,"USD"
"KVUE","KENVUE INC","49177J102","BQ84ZQ6",0.0005535434115505238,"-",23431838,"USD"
