"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"T","AT+T INC","00206R102","2831811",0.002747552684963821,"-",84949526,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.0026922736590528954,"-",19987553,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.002670762363902038,"-",12886131,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.002632472258533511,"-",5969153,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.002630251092243515,"-",25496125,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.002624227929601275,"-",7258816,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0026241979138405995,"-",6507068,"USD"
"DE","DEERE + CO","244199105","2261203",0.0025827361430940158,"-",3070941,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.002581005234228389,"-",8629932,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.00252321488967427,"-",14893537,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.00247687055519112,"-",1765000,"USD"
"PFE","PFIZER INC","717081103","2684703",0.002473618847784595,"-",69649235,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0024658447657696105,"-",9638378,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.0023604494247839655,"-",4212574,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0023292130231742083,"-",24885675,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.00230743158617727,"-",4747480,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.0023061208979611014,"-",9473315,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.0022413468864231232,"-",13519626,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.002240856628998755,"-",12605815,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.002112639304646084,"-",3101073,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.002077100644006155,"-",24951150,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.002028635195768594,"-",3704537,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0020128869266674548,"-",11584386,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0019997900497593277,"-",7606617,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0019897547804401134,"-",13043422,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0019878537822639914,"-",4327650,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0019811902833940047,"-",7696458,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0019586384418730585,"-",7139310,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0018926938156687315,"-",15589073,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.0018694115906380123,"-",3535946,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018570751130003343,"-",4407082,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0018387054674668575,"-",13924569,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.001824648086217111,"-",1540602,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0017959029927434296,"-",15685382,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.0017654470009112386,"-",20399632,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0017570525931756246,"-",4937257,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0017548214216320706,"-",7499927,"USD"
"GLW","CORNING INC","219350105","2224701",0.0017327598375354932,"-",9569400,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0017221042424956496,"-",4883264,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0017028441293954631,"-",6842669,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0016989921067754256,"-",3565997,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.001680122198564022,"-",2480462,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.001674269125232277,"-",8385197,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0016643138979415312,"-",4215193,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.001657010062843798,"-",1468983,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.0016331975593744763,"-",3626864,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.001586613098805921,"-",17599598,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0015770180606432826,"-",4425660,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.0015498838129925261,"-",4888046,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0015427400619517297,"-",9074872,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.001541929636413488,"-",1206237,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.0015387679762889897,"-",4908270,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.0015313740939092298,"-",7606007,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0015089823364452207,"-",13770424,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.0014965157905112818,"-",4699812,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0014783662605560928,"-",2700045,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0014526627641642076,"-",3385497,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0014492309621936287,"-",4905492,"USD"
"USB","US BANCORP","902973304","2736035",0.0014437780990042253,"-",18961275,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0014279497878746173,"-",3107372,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0014270293045472318,"-",43618186,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0014259687476700267,"-",9521556,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0013988244947657116,"-",14947206,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0013940920098325228,"-",1832997,"USD"
"CSX","CSX CORP","126408103","2160753",0.0013781636461673297,"-",22748897,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.001376332684766117,"-",5898284,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0013746217864076071,"-",6923738,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.001364646548609744,"-",3913533,"USD"
"MMM","3M CO","88579Y101","2595708",0.0013522100184364806,"-",6385169,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0013330299473647623,"-",2658762,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0013149904751987172,"-",3376860,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.0013004828575388368,"-",4632765,"USD"
"SLB","SLB LTD","806857108","2779201",0.001294509721164389,"-",18303166,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0012939294164579938,"-",7469710,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0012910579086866934,"-",5697468,"USD"
"-","US DOLLAR","999USDZ92","-",0.0012807324870142817,"-",1029552351.73,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.001277360716565054,"-",3293905,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.001259391281173919,"-",6857636,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0012537483181669033,"-",1223395,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0012489357912052461,"-",5703819,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.001244273343046967,"-",9663208,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.001241501887811252,"-",2031613,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.001236539282046217,"-",4523004,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.001210195449426585,"-",2345229,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.0012034118875138959,"-",6521035,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0012013207895201611,"-",15674650,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.0011784587851389008,"-",2603149,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.0011758974402279149,"-",11039036,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0011672929221675718,"-",9140468,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.0011618400589781684,"-",5116416,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0011582581782042115,"-",1689370,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.0011526152151971958,"-",2808193,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0011402787375595178,"-",3238346,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011361865888540755,"-",2743132,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0011319343560916967,"-",1839323,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.001130603657368411,"-",5550296,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.001127852212639813,"-",4050460,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.0011247605892902245,"-",3944199,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.001120438319752936,"-",8464366,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.001115165551127586,"-",2679581,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.001109982829784263,"-",10145432,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.0010923035467463257,"-",9796712,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0010883414663371443,"-",18196632,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.0010860502632722392,"-",2687310,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.001083388865825668,"-",1634248,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.0010816879727207163,"-",2787098,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.0010811376837749967,"-",3101173,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.0010761350569957273,"-",3205435,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.0010689312744335796,"-",30341980,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0010614273342646758,"-",2614935,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.0010463594224055166,"-",3970100,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.001036314147832744,"-",4153092,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.0010357838693941415,"-",2727114,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.0010294905649058208,"-",952394,"USD"
"HPE","HEWLETT PACKARD ENTERPRISE","42824C109","BYVYWS0",0.001027619582490374,"-",16239007,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.001025108263847181,"-",3145278,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.001018864985626653,"-",6661066,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.0010131920068589615,"-",3878849,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.0010109008037940562,"-",3151359,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.0010094700525351851,"-",3054151,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.0009840567084964974,"-",684450,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.0009814453373177187,"-",6443145,"USD"
"COR","CENCORA INC","03073E105","2795393",0.0009807849905828553,"-",2382166,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.0009781035826291668,"-",1901140,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0009778534512902034,"-",17472111,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.0009700893745287776,"-",4255111,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.0009676881136747283,"-",2627522,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.0009619150823714517,"-",12147614,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.0009571325711704702,"-",23969392,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.0009443758728833337,"-",766716,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0009380925736485714,"-",15252984,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.0009280673095829158,"-",8180340,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.0009249656809797689,"-",5646269,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.0009246255023587786,"-",3573497,"USD"
"OKE","ONEOK INC","682680103","2130109",0.0009181420980528456,"-",7713155,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.0009167113467939746,"-",601100,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.0008936392320879847,"-",8188466,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.0008891168574795253,"-",10767407,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.0008737788037742859,"-",2788220,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.0008713775429202367,"-",11415852,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.0008658346324488063,"-",531636,"USD"
"DVN","DEVON ENERGY CORP","25179M103","2480677",0.0008587609181829195,"-",14074111,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0008552890951981067,"-",3091472,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.0008537983124178843,"-",2867554,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.0008523375453983378,"-",14054808,"USD"
"SRE","SEMPRA","816851109","2138158",0.000838870474108545,"-",8003154,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.0008318968123782436,"-",2094604,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.0008313765391931996,"-",429964,"USD"
"MRNA","MODERNA INC","60770K107","BGSXTS3",0.0008297656933702749,"-",4323773,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.0008249531664086178,"-",47916032,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.0008104055277345028,"-",2394819,"USD"
"AFL","AFLAC INC","001055102","2026361",0.0008093549761108564,"-",5607822,"USD"
"AME","AMETEK INC","031100100","2089212",0.0008075140094560853,"-",2806243,"USD"
"TER","TERADYNE INC","880770102","2884183",0.0007994797908485789,"-",1915834,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.000796398172752549,"-",2584719,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.0007957378260176855,"-",7049543,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.0007914655827481894,"-",3388056,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.0007873834392963057,"-",8769202,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.0007852823360490126,"-",3373589,"USD"
"MET","METLIFE INC","59156R108","2573209",0.0007771780806665965,"-",6616774,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.000774196515106152,"-",1727196,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.000773566184131964,"-",2053262,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.0007593187030646052,"-",7991621,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.0007477826457116103,"-",2280796,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.0007462618471707124,"-",5605480,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.0007442407859518877,"-",3878849,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.0007439006073308973,"-",201631,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.0007428700662143678,"-",1100500,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.000732764760120244,"-",15703770,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.0007299232681096191,"-",11068969,"USD"
"VMRK","VIVMARK RESIDENTIAL","29476L107","2319157",0.0007238901002138202,"-",8914137,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.0007229295958722006,"-",2077001,"USD"
"HUM","HUMANA INC","444859102","2445063",0.0007222192228695444,"-",1470261,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.0007215388656275637,"-",7643007,"USD"
"EBAY","EBAY INC","278642103","2293819",0.0007098327189640736,"-",5435492,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.0007073614213351147,"-",1361886,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.000703929619364536,"-",10799129,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.0006963856581813978,"-",14685299,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.0006845994694894395,"-",1999962,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.0006830086341736319,"-",12526902,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.0006817379669716976,"-",5952362,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.0006806974206016095,"-",9558002,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.0006800670896274216,"-",2448345,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.0006740039059709472,"-",8889467,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.0006665700025769531,"-",3880618,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.0006636984948056526,"-",5469839,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.000660786966020118,"-",16656961,"USD"
"IQV","IQVIA HOLDINGS INC","46266C105","BDR73G1",0.0006567548488360269,"-",2043538,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.000655083971491751,"-",965965,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.0006453288492721758,"-",3460061,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.0006442482818878537,"-",3585060,"USD"
"FERG","FERGUSON ENTERPRISES INC","31488V107","BS6VHW3",0.000643137698742856,"-",2361708,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.0006427074728398387,"-",1235103,"USD"
"VEEV","VEEVA SYSTEMS INC CLASS A","922475108","BFH3N85",0.000638475250584577,"-",1838103,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.0006382051087384964,"-",3374587,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.0006363741473372839,"-",987005,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.0006347733067679178,"-",6552128,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.0006242077590101011,"-",891122,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.0006205458362076759,"-",5899952,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.000619025037666778,"-",4248104,"USD"
"PAYX","PAYCHEX INC","704326107","2674458",0.0006171340447442143,"-",3948568,"USD"
"WDAY","WORKDAY INC CLASS A","98138H101","B8K6ZD1",0.0006154431568928212,"-",2493891,"USD"
"IBKR","INTERACTIVE BROKERS GRO CL A","45841N107","B1WT4X2",0.0006132319958563842,"-",5453744,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.0006126917121642232,"-",6490906,"USD"
"WAT","WATERS CORP","941848103","2937689",0.0006060882448155878,"-",1200514,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.0006045474357675728,"-",4512369,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.0006004853028228062,"-",2376022,"USD"
"COIN","COINBASE GLOBAL INC  CLASS A","19260Q107","BMC9P69",0.0005989745095354669,"-",2723133,"USD"
"FLEX","FLEX LTD","Y2573F102","2353058",0.0005983541838148375,"-",4501217,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.000597953973672496,"-",5854109,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.0005885490353274697,"-",6625448,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.0005744316225563719,"-",2131127,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.0005725206191266911,"-",3356203,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.0005678381604612951,"-",3228884,"USD"
