"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"PEP","PEPSICO INC","713448108","2681511",0.0028235455811411125,"-",16752637,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0028114220792675964,"-",5984068,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.0027525550755335675,"-",9662492,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0027479537464396592,"-",1813987,"USD"
"MRVL","MARVELL TECHNOLOGY INC","573874104","BNKJSM5",0.0027380808946664247,"-",10728338,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0027049313194116124,"-",6523088,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.00269307789555013,"-",2747504,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.002687446268854759,"-",21284369,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.0026493152547113234,"-",25560414,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.00264795486176182,"-",20037493,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.002634290914930778,"-",13554257,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0026024817268467996,"-",7277216,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.0025915385659147647,"-",4759425,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.002563830562457966,"-",12919212,"USD"
"T","AT+T INC","00206R102","2831811",0.002506514006570798,"-",85167177,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.0024886488462192305,"-",8652457,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0024779757632992293,"-",15218331,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.00247422467979876,"-",9497750,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.002450347782957107,"-",1769820,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0024234800222044136,"-",10026914,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.002382478178821953,"-",24950850,"USD"
"PFE","PFIZER INC","717081103","2684703",0.0023118277714517838,"-",69840280,"USD"
"DE","DEERE + CO","244199105","2261203",0.0022959331802991294,"-",3079357,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.002265484385164655,"-",4223454,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0022481993923944934,"-",14932776,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.002089613584883994,"-",4340815,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0020439503950716166,"-",7627848,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.002005539300026813,"-",1545387,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.001994436092865424,"-",3110868,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.0019869039171964823,"-",3546035,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.0019860036571563698,"-",25029614,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.001978201403475394,"-",7720983,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.0019730199068000794,"-",11619411,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.001971439450285215,"-",12641371,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018844243159636663,"-",4421227,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.00187771237722016,"-",13085703,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0018752716722225215,"-",7162591,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0018689998606097372,"-",3716617,"USD"
"GLW","CORNING INC","219350105","2224701",0.0018532553127971014,"-",9599639,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0018388211434872963,"-",6865169,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.001832929441669226,"-",2483301,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0018309288638023095,"-",15639148,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.0017896369366291452,"-",4229073,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0017889767459330628,"-",13969569,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.0017218073440513294,"-",15736771,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.0017026718167542697,"-",4904246,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0016548179941776183,"-",4954147,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.001641614180255967,"-",20468338,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0016414841426946173,"-",7525316,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0016414041195799405,"-",8413236,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0016409739953385535,"-",4899853,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0015867083206984336,"-",1473653,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.0015814868124657806,"-",2709405,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0015785159543334093,"-",9105822,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.0015552592366305008,"-",4705393,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0015444161045918114,"-",13817249,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.0015419553938155037,"-",1207662,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.0015338830621224942,"-",7633232,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.001520359155742136,"-",17620312,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0015164780346803174,"-",4922282,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.0015074854371685262,"-",3111047,"USD"
"USB","US BANCORP","902973304","2736035",0.0014945817099269124,"-",19026950,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.0014874796584993576,"-",1839332,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0014329739145152076,"-",4441470,"USD"
"MMM","3M CO","88579Y101","2595708",0.0014240813458967622,"-",6392719,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.00141715934647723,"-",9555845,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.001402695168499421,"-",3639464,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0014025651309380715,"-",3578122,"USD"
"CSX","CSX CORP","126408103","2160753",0.0013969134984640314,"-",22775828,"USD"
"INTU","INTUIT INC","461202103","2459020",0.001387150678473477,"-",3389497,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0013791583698951441,"-",7478535,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.0013787282456537572,"-",5905259,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0013731866449623975,"-",3380860,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.0013680651656230902,"-",3297805,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.001346678988225749,"-",43669675,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0013334451656360942,"-",6865767,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.001315780063071218,"-",14964937,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.00131392952854432,"-",1691370,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0012966445357741583,"-",3918158,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.0012960243566354143,"-",4914070,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0012954842006113465,"-",2661912,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.0012941238076618431,"-",4055260,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0012769788553423657,"-",6931827,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0012556927068383703,"-",4528354,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.0012479104589360637,"-",2811518,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0012438792945342263,"-",5704107,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.001231395688644665,"-",3948874,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.001211159843520801,"-",1224845,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.0011979660324884843,"-",2606224,"USD"
"SLB","SLB LTD","806857108","2779201",0.0011929845935998613,"-",18324816,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.0011911440619622978,"-",4638240,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.0011896336256727756,"-",11052086,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.0011851823399188857,"-",15740356,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0011828816753719311,"-",2348004,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0011817613517664577,"-",5710569,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0011727187398079936,"-",9151299,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.0011577844260314593,"-",5122466,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.0011570642179993692,"-",1636173,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.0011566440966473165,"-",3209235,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.0011544334581043735,"-",3883338,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.001152492897573464,"-",3057782,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.0011499021492358068,"-",2034013,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.0011464111408580368,"-",10157432,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.0011439104185243909,"-",2682756,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.001143640340512357,"-",2618035,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.0011362482052940993,"-",6528766,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011255651194847633,"-",2754262,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0011249549432353536,"-",18218157,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.001122254163115016,"-",9702558,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.0011180429467051558,"-",9808318,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0011045590518821361,"-",3242171,"USD"
"HPE","HEWLETT PACKARD ENTERPRISE","42824C109","BYVYWS0",0.0010878842353613841,"-",16258121,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.001080572123257803,"-",3104848,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0010774812304534165,"-",1841498,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0010767510195319918,"-",8474397,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.0010727698695768273,"-",3974800,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.001070299155911185,"-",2690485,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.0010685286444989635,"-",767616,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.0010619667490954763,"-",2790398,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.00104118074505821,"-",3155084,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.0010359992483828953,"-",6450770,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.0010337485982826141,"-",5556871,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.001031437930846325,"-",4158017,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.0010296874252127728,"-",2730339,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.0010259563474909728,"-",685250,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.0010170937875405312,"-",601800,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.001008241230479424,"-",8190015,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.0010024895691120382,"-",6668941,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.0009988685231729186,"-",30377886,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.0009972880666580541,"-",4260136,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0009785926664917161,"-",17492786,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.0009727409762309843,"-",3149003,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0009691299331811994,"-",15270923,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.0009643685578579372,"-",1903390,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.0009540055645073079,"-",2397644,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.0009535354287085825,"-",12161878,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.0009492341862947112,"-",953519,"USD"
"COR","CENCORA INC","03073E105","2795393",0.0009485339840412903,"-",2384991,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.0009381509849119918,"-",3577722,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.0009380809646866498,"-",2791520,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.0009218162666286157,"-",23997742,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.0009132637962475462,"-",5652944,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.0008979993871229705,"-",14071433,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.000885835873692116,"-",10780163,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0008841353825052366,"-",3095122,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.0008822548393103348,"-",430464,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.0008734622995852352,"-",8001102,"USD"
"AME","AMETEK INC","031100100","2089212",0.0008694311351833977,"-",2809568,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.0008656200343469211,"-",11429352,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.000860738624351644,"-",2097079,"USD"
"TER","TERADYNE INC","880770102","2884183",0.0008569775379618403,"-",1918109,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.0008569675350725057,"-",2630622,"USD"
"OKE","ONEOK INC","682680103","2130109",0.0008537065931494312,"-",7722280,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.0008450841025430196,"-",532261,"USD"
"AFL","AFLAC INC","001055102","2026361",0.0008377919962181076,"-",5614447,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.0008332706902388755,"-",2870954,"USD"
"SRE","SEMPRA","816851109","2138158",0.0008266687832780499,"-",8012518,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.0008204169774439346,"-",1729246,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.0008193566711744688,"-",2055687,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.0008130648537830152,"-",47972627,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.0008109042296867451,"-",2587769,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.00080958384829458,"-",2283496,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.0007967601441676429,"-",8779577,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.0007948495923047373,"-",7057899,"USD"
"MET","METLIFE INC","59156R108","2573209",0.0007865872057143706,"-",6624599,"USD"
"DVN","DEVON ENERGY CORP","25179M103","2480677",0.0007821559257391497,"-",14090811,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.00078154574948974,"-",10811904,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.0007750238656435911,"-",3883338,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.0007748938280822415,"-",3392056,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.000774763790520892,"-",11082094,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.0007673416466346304,"-",2002337,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.0007671715975159425,"-",8198172,"USD"
"FERG","FERGUSON ENTERPRISES INC","31488V107","BS6VHW3",0.0007632504648967854,"-",2364508,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.0007579389306601212,"-",201881,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.0007576288410907491,"-",14702339,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.0007517171334940097,"-",1101800,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.0007485362146856119,"-",2079451,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.0007428945851009064,"-",9569302,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.0007424544579701847,"-",3377589,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.000726179757022816,"-",1363486,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.0007255695807734065,"-",5612105,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.0007211182950195164,"-",988180,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.0007197979136273513,"-",7651946,"USD"
"EBAY","EBAY INC","278642103","2293819",0.0007172871884043706,"-",5441917,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.0007050736605268431,"-",967115,"USD"
"-","US DOLLAR","999USDZ92","-",0.0007025229237465243,"-",574086739.75,"USD"
"HUM","HUMANA INC","444859102","2445063",0.0006947706845122215,"-",1472011,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.0006829572722080774,"-",12541616,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.0006792662060436156,"-",3885218,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.0006705436865438582,"-",5959301,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.0006620712392774653,"-",2133652,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.0006606708347706234,"-",6633304,"USD"
"FLEX","FLEX LTD","Y2573F102","2353058",0.0006601206758572214,"-",4506542,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.0006437859575738452,"-",2451245,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.0006407950936628046,"-",5476314,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.0006387545042385493,"-",8899881,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.0006355435767621477,"-",4253129,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.0006340131346939563,"-",6559878,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.0006322326203924004,"-",3589310,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.0006304521060908443,"-",3464161,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.0006183686157746665,"-",15722345,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.0006171882748331856,"-",6498581,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.0006147575727248816,"-",892172,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.0006111665354537659,"-",1236553,"USD"
"IQV","IQVIA HOLDINGS INC","46266C105","BDR73G1",0.0006058650041064361,"-",2045963,"USD"
"IBKR","INTERACTIVE BROKERS GRO CL A","45841N107","B1WT4X2",0.0006057649752130904,"-",5460194,"USD"
"WAT","WATERS CORP","941848103","2937689",0.0006056449405410753,"-",1201939,"USD"
"UAL","UNITED AIRLINES HOLDINGS INC","910047109","B4QG225",0.0006024940304006813,"-",3978241,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.0006015437559138958,"-",5861034,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.000600863559439144,"-",3378587,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.0005979427157534454,"-",16676661,"USD"
"NTAP","NETAPP INC","64110D104","2630643",0.0005889901297989925,"-",2422037,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.0005876697484068273,"-",4517725,"USD"
"PAYX","PAYCHEX INC","704326107","2674458",0.0005862293323426472,"-",3953243,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.0005834485291076327,"-",2243148,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.0005818180581460956,"-",5906927,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.0005803976478605845,"-",3360178,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.0005801775842952236,"-",3232709,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.000579207304029769,"-",2378822,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.0005628625828570583,"-",26992793,"USD"
"WDAY","WORKDAY INC CLASS A","98138H101","B8K6ZD1",0.0005627825597423816,"-",2496841,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.000557310979276364,"-",6108184,"USD"
