"symbol","company","identifier","sedol","weight","sector","shares_held","local_currency"
"AMAT","APPLIED MATERIALS INC","038222105","2046552",0.006277074174317395,"-",9677277,"USD"
"PLTR","PALANTIR TECHNOLOGIES INC A","69608A108","BN78DQ4",0.006039841452999002,"-",27976661,"USD"
"LRCX","LAM RESEARCH CORP","512807306","BSML4N7",0.0058605064796562745,"-",15249732,"USD"
"CAT","CATERPILLAR INC","149123101","2180201",0.005841610687340097,"-",5612730,"USD"
"GE","GENERAL ELECTRIC","369604301","BL59CR9",0.005774770198056512,"-",12713808,"USD"
"CVX","CHEVRON CORP","166764100","2838555",0.005536217071981246,"-",22811668,"USD"
"UNH","UNITEDHEALTH GROUP INC","91324P102","2917766",0.005492483665942958,"-",11066169,"USD"
"HD","HOME DEPOT INC","437076102","2434209",0.0053092474967276464,"-",12136704,"USD"
"PG","PROCTER + GAMBLE CO/THE","742718109","2704407",0.005084738675793678,"-",28374747,"USD"
"KO","COCA COLA CO/THE","191216100","2206657",0.0050354035526050155,"-",47182225,"USD"
"MRK","MERCK + CO. INC.","58933Y105","2778844",0.004845455325875594,"-",30105762,"USD"
"NFLX","NETFLIX INC","64110L106","2857817",0.004735621657462878,"-",51308973,"USD"
"PANW","PALO ALTO NETWORKS INC","697435105","B87ZMX0",0.004682175274008494,"-",9885578,"USD"
"GS","GOLDMAN SACHS GROUP INC","38141G104","2407966",0.004588736631326967,"-",3594680,"USD"
"RTX","RTX CORP","75513E101","BM5M5Y3",0.004534930137484344,"-",16415472,"USD"
"PM","PHILIP MORRIS INTERNATIONAL","718172109","B2PKRQ3",0.004365898322471771,"-",18997970,"USD"
"GEV","GE VERNOVA INC","36828A101","BP6H4Y1",0.0040887633695232935,"-",3274329,"USD"
"WFC","WELLS FARGO + CO","949746101","2649100",0.004025614011719153,"-",37301960,"USD"
"KLAC","KLA CORP","482480100","2480138",0.003941088101146526,"-",15930370,"USD"
"MS","MORGAN STANLEY","617446448","2262314",0.003878198823067223,"-",14612012,"USD"
"TXN","TEXAS INSTRUMENTS INC","882508104","2885409",0.003851240559281042,"-",11096437,"USD"
"ORCL","ORACLE CORP","68389X105","2661568",0.003712017881961536,"-",20675977,"USD"
"C","CITIGROUP INC","172967424","2297907",0.0034833677915628255,"-",20790022,"USD"
"LIN","LINDE PLC","G54950103","BNZHB81",0.003411585787507303,"-",5635734,"USD"
"CRWD","CROWDSTRIKE HOLDINGS INC   A","22788C105","BJJP138",0.0034000022366856334,"-",12415998,"USD"
"TMO","THERMO FISHER SCIENTIFIC INC","883556102","2886907",0.0033829570116423488,"-",4531064,"USD"
"IBM","INTL BUSINESS MACHINES CORP","459200101","2005973",0.003370913319769042,"-",11456828,"USD"
"AMGN","AMGEN INC","031162100","2023607",0.0033613203791490243,"-",6574386,"USD"
"APH","AMPHENOL CORP CL A","032095101","2145084",0.003095768977022216,"-",15000802,"USD"
"ANET","ARISTA NETWORKS INC","040413205","BL9XPM3",0.0030739822985337926,"-",12589980,"USD"
"VZ","VERIZON COMMUNICATIONS INC","92343V104","2090571",0.0029700704453943312,"-",50914421,"USD"
"MCD","MCDONALD S CORP","580135101","2550707",0.002931098498933863,"-",8663676,"USD"
"ABT","ABBOTT LABORATORIES","002824100","2002305",0.0028757115206095277,"-",21238278,"USD"
"PEP","PEPSICO INC","713448108","2681511",0.002846602597560256,"-",16665517,"USD"
"ADI","ANALOG DEVICES INC","032654105","2032067",0.0028305476760846267,"-",5952938,"USD"
"SNDK","SANDISK CORP","80004C200","BSNPZV3",0.0028305176668856073,"-",1804527,"USD"
"MRVL","MARVELL TECHNOLOGY INC","573874104","BNKJSM5",0.0027962771708039385,"-",10672568,"USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS","G7997R103","BKVD2N4",0.0027675883765409448,"-",2733204,"USD"
"BA","BOEING CO/THE","097023105","2108601",0.002766077913523612,"-",9612222,"USD"
"AXP","AMERICAN EXPRESS CO","025816109","2026082",0.0027292566263262337,"-",6489208,"USD"
"DIS","WALT DISNEY CO/THE","254687106","2270726",0.00270522926097766,"-",21173709,"USD"
"NEE","NEXTERA ENERGY INC","65339F101","2328915",0.002690464735059885,"-",25427534,"USD"
"ETN","EATON CORP PLC","G29183103","B8KQN82",0.0026836026315506757,"-",4734675,"USD"
"SCHW","SCHWAB (CHARLES) CORP","808513105","2779397",0.0026493321262699866,"-",19933323,"USD"
"UNP","UNION PACIFIC CORP","907818108","2914734",0.0026164720533432316,"-",7239376,"USD"
"TJX","TJX COMPANIES INC","872540109","2989301",0.002591504399758702,"-",13483747,"USD"
"QCOM","QUALCOMM INC","747525103","2714923",0.002580150919462852,"-",12852002,"USD"
"T","AT+T INC","00206R102","2831811",0.0025616152375349138,"-",84724317,"USD"
"GILD","GILEAD SCIENCES INC","375558103","2369174",0.0025365775624860048,"-",15139241,"USD"
"BLK","BLACKROCK INC","09290D101","BMZBBT7",0.0024960651438091833,"-",1760580,"USD"
"BKNG","BOOKING HOLDINGS INC","09857L108","BDRXDB4",0.002482050847866905,"-",9448360,"USD"
"CRM","SALESFORCE INC","79466L302","2310525",0.0024307751298082913,"-",9974774,"USD"
"UBER","UBER TECHNOLOGIES INC","90353T100","BK6N347",0.0024057674639584017,"-",24821160,"USD"
"WELL","WELLTOWER INC","95040Q104","BYVYHH4",0.002391703152684424,"-",8607467,"USD"
"DE","DEERE + CO","244199105","2261203",0.0023360560946352493,"-",3063297,"USD"
"COP","CONOCOPHILLIPS","20825C104","2685717",0.0023083976162052715,"-",14855116,"USD"
"PFE","PFIZER INC","717081103","2684703",0.002282389643721386,"-",69477060,"USD"
"WDC","WESTERN DIGITAL CORP","958102105","2954699",0.002270626037705598,"-",4201454,"USD"
"ISRG","INTUITIVE SURGICAL INC","46120E602","2871301",0.0021381754362982427,"-",4318265,"USD"
"COF","CAPITAL ONE FINANCIAL CORP","14040H105","2654461",0.0020521890780399823,"-",7588138,"USD"
"VRTX","VERTEX PHARMACEUTICALS INC","92532F100","2931034",0.0020227800630005124,"-",3094698,"USD"
"PH","PARKER HANNIFIN CORP","701094104","2671501",0.002013567238901413,"-",1537357,"USD"
"PLD","PROLOGIS INC","74340W103","B44WZD7",0.001989919990073757,"-",11559021,"USD"
"NOW","SERVICENOW INC","81762P102","B80NXX8",0.001979316739753404,"-",12575591,"USD"
"DHR","DANAHER CORP","235851102","2250870",0.0019662627381797615,"-",7680833,"USD"
"BMY","BRISTOL MYERS SQUIBB CO","110122108","2126335",0.001954589159761033,"-",24899484,"USD"
"DELL","DELL TECHNOLOGIES  C","24703L202","BHKD3S6",0.0019196584521019072,"-",3527555,"USD"
"CB","CHUBB LTD","H1467J104","B3BQMF6",0.0018838074623395054,"-",4398237,"USD"
"NEM","NEWMONT CORP","651639106","2636607",0.0018829371955679291,"-",13017613,"USD"
"GLW","CORNING INC","219350105","2224701",0.0018760550859260397,"-",9549699,"USD"
"PGR","PROGRESSIVE CORP","743315103","2705024",0.0018672223783478587,"-",7125301,"USD"
"LOW","LOWE S COS INC","548661107","2536763",0.0018647216117628697,"-",6829529,"USD"
"SPGI","S+P GLOBAL INC","78409V104","BYV2325",0.0018647216117628697,"-",3697257,"USD"
"SBUX","STARBUCKS CORP","855244109","2842255",0.0018292007231896865,"-",13896969,"USD"
"LMT","LOCKHEED MARTIN CORP","539830109","2522096",0.0018223386196804768,"-",2470321,"USD"
"SYK","STRYKER CORP","863667101","2853688",0.001807534081497342,"-",4207073,"USD"
"CVS","CVS HEALTH CORP","126650100","2577609",0.0017951502853684768,"-",15557858,"USD"
"MDT","MEDTRONIC PLC","G5960L103","BTN1Y11",0.001751877020381828,"-",15654931,"USD"
"HWM","HOWMET AEROSPACE INC","443201108","BKLJ8V2",0.001693859235610084,"-",4878726,"USD"
"ACN","ACCENTURE PLC CL A","G1151C101","B4BNMY3",0.0016612592424081678,"-",7486156,"USD"
"BNY","BANK OF NEW YORK MELLON CORP","064058100","B1Z77F6",0.0016558675896509315,"-",8369456,"USD"
"BX","BLACKSTONE INC","09260D107","BKF2SL7",0.0016451943178661986,"-",9058522,"USD"
"MO","ALTRIA GROUP INC","02209S103","2692632",0.0016340709080961678,"-",20361858,"USD"
"MCK","MCKESSON CORP","58155Q103","2378534",0.0016313800832507197,"-",1465953,"USD"
"ADP","AUTOMATIC DATA PROCESSING","053015103","2065308",0.0016306798686069226,"-",4874333,"USD"
"VRT","VERTIV HOLDINGS CO A","92537N108","BL3LWS8",0.001627879010031735,"-",4680863,"USD"
"TT","TRANE TECHNOLOGIES PLC","G8994E103","BK9ZQ96",0.001609763456890075,"-",2695325,"USD"
"ADBE","ADOBE INC","00724F101","2008154",0.0016038816538821812,"-",4928407,"USD"
"SO","SOUTHERN CO/THE","842587107","2829601",0.0015592279657406182,"-",13745419,"USD"
"PNC","PNC FINANCIAL SERVICES GROUP","693475105","2692665",0.0015362709284904193,"-",4896652,"USD"
"EQIX","EQUINIX INC","29444U700","BVLZX12",0.001530639202141024,"-",1201392,"USD"
"FTNT","FORTINET INC","34959E109","B5B2106",0.001517065041117704,"-",7593522,"USD"
"PWR","QUANTA SERVICES INC","74762E102","2150204",0.001514204164144477,"-",1829762,"USD"
"USB","US BANCORP","902973304","2736035",0.001501720337352212,"-",18928060,"USD"
"GD","GENERAL DYNAMICS CORP","369550108","2365161",0.001496748813381254,"-",3094877,"USD"
"FCX","FREEPORT MCMORAN INC","35671D857","2352118",0.0014897766761423046,"-",17528682,"USD"
"MPC","MARATHON PETROLEUM CORP","56585A102","B3K3L40",0.0014778030057333775,"-",3559532,"USD"
"VLO","VALERO ENERGY CORP","91913Y100","2041364",0.0014472736472638324,"-",3620544,"USD"
"DUK","DUKE ENERGY CORP","26441C204","B7VD3F2",0.0014451730033324414,"-",9506125,"USD"
"MMM","3M CO","88579Y101","2595708",0.0014372205655921765,"-",6359499,"USD"
"JCI","JOHNSON CONTROLS INTERNATION","G51502105","BY7QL61",0.0014208755551926887,"-",7439705,"USD"
"CME","CME GROUP INC","12572Q105","2965839",0.0014139634363517792,"-",4418370,"USD"
"INTU","INTUIT INC","461202103","2459020",0.0013999791496085209,"-",3371897,"USD"
"CSX","CSX CORP","126408103","2160753",0.0013963580395934569,"-",22657358,"USD"
"MRSH","MARSH + MCLENNAN COS","571748102","2567741",0.0013864950161822606,"-",5874569,"USD"
"EMR","EMERSON ELECTRIC CO","291011104","2313405",0.0013855147156809446,"-",6830017,"USD"
"CMCSA","COMCAST CORP CLASS A","20030N101","2044545",0.0013751315328200708,"-",43442635,"USD"
"CDNS","CADENCE DESIGN SYS INC","127387108","2302232",0.0013594167155999998,"-",3363260,"USD"
"PSX","PHILLIPS 66","718546104","B78C4Y8",0.001353524909525766,"-",4888550,"USD"
"CEG","CONSTELLATION ENERGY","21037T109","BMH4FS1",0.0013389604449347903,"-",3897808,"USD"
"WMB","WILLIAMS COS INC","969457100","2967181",0.0013284472222114968,"-",14886947,"USD"
"CMI","CUMMINS INC","231021106","2240202",0.0013142628741414394,"-",1682570,"USD"
"APP","APPLOVIN CORP CLASS A","03831W108","BMV3LG4",0.0012901954965275056,"-",3280645,"USD"
"ICE","INTERCONTINENTAL EXCHANGE IN","45866F104","BFSSDS9",0.0012871145520947991,"-",6895747,"USD"
"ELV","ELEVANCE HEALTH INC","036752103","BSPHGL4",0.0012756810472682296,"-",2648052,"USD"
"WM","WASTE MANAGEMENT INC","94106L109","2937667",0.0012611165826772537,"-",4504814,"USD"
"SHW","SHERWIN WILLIAMS CO/THE","824348106","2804211",0.0012578155707850683,"-",2796888,"USD"
"TMUS","T MOBILE US INC","872590104","B94Q9V0",0.0012505333384895804,"-",5674407,"USD"
"DDOG","DATADOG INC   CLASS A","23804L103","BKT9Y49",0.0012285766078733774,"-",4034140,"USD"
"ROST","ROSS STORES INC","778296103","2746711",0.001220724200796512,"-",3928304,"USD"
"GM","GENERAL MOTORS CO","37045V100","B665KZ5",0.0012123216250709491,"-",10994666,"USD"
"SLB","SLB LTD","806857108","2779201",0.00120762018389117,"-",18229556,"USD"
"DASH","DOORDASH INC   A","25809K105","BN13P03",0.001207170045905872,"-",4614150,"USD"
"TRV","TRAVELERS COS INC/THE","89417E109","2769503",0.0012017883962149756,"-",2592694,"USD"
"REGN","REGENERON PHARMACEUTICALS","75886F107","2730190",0.0011984273659247505,"-",1218465,"USD"
"MDLZ","MONDELEZ INTERNATIONAL INC A","609207105","B8CKK03",0.001193815952342031,"-",15658516,"USD"
"AMT","AMERICAN TOWER CORP","03027X100","B7FBFL2",0.0011886443670442739,"-",5680869,"USD"
"SNPS","SYNOPSYS INC","871607107","2867719",0.0011844630853141721,"-",2335794,"USD"
"UPS","UNITED PARCEL SERVICE CL B","911312106","2517382",0.0011732296418144018,"-",9103669,"USD"
"MSI","MOTOROLA SOLUTIONS INC","620076307","B5BKPQ4",0.0011657873604574746,"-",2023453,"USD"
"ABNB","AIRBNB INC CLASS A","009066101","BMGYYH4",0.0011632765908061457,"-",5095846,"USD"
"NOC","NORTHROP GRUMMAN CORP","666807102","2648806",0.001156394481164256,"-",1627703,"USD"
"ITW","ILLINOIS TOOL WORKS","452308109","2457552",0.0011549540396113024,"-",3192515,"USD"
"KKR","KKR + CO INC","48251W104","BG1FRR1",0.0011544838954933244,"-",8430287,"USD"
"ORLY","O REILLY AUTOMOTIVE INC","67103H107","B65LWX6",0.0011543338494982252,"-",10104632,"USD"
"RCL","ROYAL CARIBBEAN CRUISES LTD","V7780T103","2754907",0.0011529934386086712,"-",3041832,"USD"
"MAR","MARRIOTT INTERNATIONAL  CL A","571903202","2210614",0.0011510328376060398,"-",2668786,"USD"
"EOG","EOG RESOURCES INC","26875P101","2318024",0.001149352322460927,"-",6494776,"USD"
"AON","AON PLC CLASS A","G0403H108","BLP1HW5",0.0011456611909814833,"-",2604395,"USD"
"BSX","BOSTON SCIENTIFIC CORP","101137107","2113434",0.0011449009579396468,"-",18123447,"USD"
"NSC","NORFOLK SOUTHERN CORP","655844108","2641894",0.0011313868153143664,"-",2739962,"USD"
"HOOD","ROBINHOOD MARKETS INC   A","770700102","BP0TQN6",0.0011242046136822781,"-",9652178,"USD"
"CL","COLGATE PALMOLIVE CO","194162103","2209106",0.001111520725563214,"-",9757278,"USD"
"HON","HONEYWELL INTERNATIONAL INC","438516205","BN7RHC5",0.001097056291635638,"-",3863098,"USD"
"CI","THE CIGNA GROUP","125523100","BHJ0775",0.0010900841543966889,"-",3225341,"USD"
"HPE","HEWLETT PACKARD ENTERPRISE","42824C109","BYVYWS0",0.0010853827132169095,"-",16173531,"USD"
"ECL","ECOLAB INC","278865100","2304227",0.0010849125690989316,"-",3088678,"USD"
"HLT","HILTON WORLDWIDE HOLDINGS IN","43300A203","BYVMW06",0.0010779104226609625,"-",2775878,"USD"
"MCO","MOODY S CORP","615369105","2252058",0.0010771902018844857,"-",1831928,"USD"
"URI","UNITED RENTALS INC","911363109","2134781",0.0010758697971276114,"-",763656,"USD"
"SPG","SIMON PROPERTY GROUP INC","828806109","2812452",0.001071228374345872,"-",3954120,"USD"
"FDX","FEDEX CORP","31428X106","2142784",0.0010649864609497395,"-",2676515,"USD"
"CTAS","CINTAS CORP","172908105","2197137",0.001047861211375735,"-",4136347,"USD"
"PCAR","PACCAR INC","693718108","2665861",0.0010467708771446798,"-",6417220,"USD"
"TDG","TRANSDIGM GROUP INC","893641100","B11FJK3",0.001044930312938128,"-",681730,"USD"
"APD","AIR PRODUCTS + CHEMICALS INC","009158106","2011602",0.001036787816937404,"-",2716149,"USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","609839105","B01Z7J1",0.0010359675654975275,"-",598720,"USD"
"TGT","TARGET CORP","87612E106","2259101",0.0010309860384602296,"-",5527941,"USD"
"CRH","CRH PLC","G25508105","B01ZKD6",0.001018422187137245,"-",8147445,"USD"
"ALL","ALLSTATE CORP","020002101","2019952",0.001015711356159117,"-",3138694,"USD"
"AEP","AMERICAN ELECTRIC POWER","025537101","2026242",0.0010117701480211745,"-",6634291,"USD"
"WBD","WARNER BROS DISCOVERY INC","934423104","BM8JYX3",0.0010095394642273643,"-",30219926,"USD"
"DLR","DIGITAL REALTY TRUST INC","253868103","B03GQS4",0.0009979459103393554,"-",4238026,"USD"
"TFC","TRUIST FINANCIAL CORP","89832Q109","BKP7287",0.0009806806178365916,"-",15191503,"USD"
"AJG","ARTHUR J GALLAGHER + CO","363576109","2359506",0.0009800404215908345,"-",3132613,"USD"
"MNST","MONSTER BEVERAGE CORP","61174X109","BZ07BW4",0.0009777597224653245,"-",17401816,"USD"
"COR","CENCORA INC","03073E105","2795393",0.0009775396550058455,"-",2372561,"USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","03769M106","BN44JF6",0.0009735284254035233,"-",5623574,"USD"
"BKR","BAKER HUGHES CO","05722G100","BDHLTQ5",0.0009676466223956291,"-",12098628,"USD"
"COHR","COHERENT CORP","19247G107","BNG8Z81",0.0009671564721449713,"-",2385214,"USD"
"HCA","HCA HEALTHCARE INC","40412C101","B4MGBG6",0.0009614147120658367,"-",1893490,"USD"
"LITE","LUMENTUM HOLDINGS INC","55024U109","BYM9ZP2",0.0009605844575596203,"-",948569,"USD"
"TEL","TE CONNECTIVITY PLC","G87052109","BRC3N84",0.0009605344422279205,"-",3559132,"USD"
"NUE","NUCOR CORP","670346105","2651086",0.0009319756878273465,"-",2777000,"USD"
"KMI","KINDER MORGAN INC","49456B101","B3NQ4P8",0.0009274342957090066,"-",23873002,"USD"
"FAST","FASTENAL CO","311900104","2332262",0.0009048573749797262,"-",13998283,"USD"
"D","DOMINION ENERGY INC","25746U109","2542049",0.0009012562710973422,"-",10724063,"USD"
"NXPI","NXP SEMICONDUCTORS NV","N6596X109","B505PN7",0.0008981953327973156,"-",3079062,"USD"
"TER","TERADYNE INC","880770102","2884183",0.0008937639744087152,"-",1908099,"USD"
"FIX","COMFORT SYSTEMS USA INC","199908104","2036047",0.0008921534807279824,"-",428264,"USD"
"DAL","DELTA AIR LINES INC","247361702","B1W9D46",0.0008880522235286004,"-",7959412,"USD"
"KEYS","KEYSIGHT TECHNOLOGIES IN","49338L103","BQZJ0Q9",0.0008848612453661545,"-",2086189,"USD"
"AME","AMETEK INC","031100100","2089212",0.0008840209877935982,"-",2794938,"USD"
"O","REALTY INCOME CORP","756109104","2724193",0.0008683961981705872,"-",11369952,"USD"
"OKE","ONEOK INC","682680103","2130109",0.0008676359651287505,"-",7682130,"USD"
"TRGP","TARGA RESOURCES CORP","87612G101","B55PZY3",0.0008572827914668963,"-",2616982,"USD"
"GWW","WW GRAINGER INC","384802104","2380863",0.0008507607922132451,"-",529511,"USD"
"CAH","CARDINAL HEALTH INC","14149Y108","2175672",0.0008467995779426224,"-",2855994,"USD"
"SRE","SEMPRA","816851109","2138158",0.0008408277473376689,"-",7970828,"USD"
"AFL","AFLAC INC","001055102","2026361",0.0008344958063444769,"-",5585297,"USD"
"F","FORD MOTOR CO","345370860","2615468",0.0008233323843090862,"-",47723147,"USD"
"CIEN","CIENA CORP","171779309","B1FLZ21",0.0008226821849969889,"-",1720226,"USD"
"PSA","PUBLIC STORAGE","74460D109","2852533",0.0008204515012031787,"-",2045017,"USD"
"EW","EDWARDS LIFESCIENCES CORP","28176E108","2567116",0.0008115287660279383,"-",7021159,"USD"
"LHX","L3HARRIS TECHNOLOGIES INC","502431109","BK9DTN5",0.0008018057855455012,"-",2271616,"USD"
"ADSK","AUTODESK INC","052769106","2065159",0.0007992850128278323,"-",2574349,"USD"
"HONA","HONEYWELL AEROSPACE INC","43849R105","BN7RHB4",0.0007910424861637086,"-",3863098,"USD"
"MET","METLIFE INC","59156R108","2573209",0.0007872513240208652,"-",6590169,"USD"
"DVN","DEVON ENERGY CORP","25179M103","2480677",0.0007853507414162737,"-",14017331,"USD"
"FITB","FIFTH THIRD BANCORP","316773100","2336747",0.0007836402170721413,"-",11024344,"USD"
"PYPL","PAYPAL HOLDINGS INC","70450Y103","BYW36M8",0.0007831200576224635,"-",10755694,"USD"
"STT","STATE STREET CORP","857477103","2842040",0.0007796489936024989,"-",3374456,"USD"
"CVNA","CARVANA CO","146869102","BYQHPG3",0.0007760378866537747,"-",8733927,"USD"
"AXON","AXON ENTERPRISE INC","05464C101","BDT5S35",0.000771906620255373,"-",983010,"USD"
"CTVA","CORTEVA INC","22052L104","BK73B42",0.0007671151514785343,"-",8155492,"USD"
"AMP","AMERIPRISE FINANCIAL INC","03076C106","B0J7D57",0.000761513434328159,"-",1096080,"USD"
"GRMN","GARMIN LTD","H2906T109","B3Z5T14",0.0007611633270062604,"-",1991887,"USD"
"WAB","WABTEC CORP","929740108","2955733",0.0007608632350160619,"-",2068671,"USD"
"AZO","AUTOZONE INC","053332102","2065955",0.0007539011008434526,"-",200781,"USD"
"BDX","BECTON DICKINSON AND CO","075887109","2087807",0.0007522105826320001,"-",3359989,"USD"
"ROK","ROCKWELL AUTOMATION INC","773903109","2754060",0.0007482593714277174,"-",1356446,"USD"
"CARR","CARRIER GLOBAL CORP","14448C104","BK4N0D7",0.0007473991077224813,"-",9519582,"USD"
"NKE","NIKE INC  CL B","654106103","2640147",0.0007457986171080883,"-",14625889,"USD"
"ETR","ENTERGY CORP","29364G103","2317087",0.0007342450754854392,"-",5582955,"USD"
"FERG","FERGUSON ENTERPRISES INC","31488V107","BS6VHW3",0.0007300737968216777,"-",2352188,"USD"
"XEL","XCEL ENERGY INC","98389B100","2614807",0.00072953363123932,"-",7612126,"USD"
"-","US DOLLAR","999USDZ92","-",0.0007173498964372539,"-",581283878,"USD"
"EBAY","EBAY INC","278642103","2293819",0.0007082371030015541,"-",5413647,"USD"
"IDXX","IDEXX LABORATORIES INC","45168D104","2459202",0.0006964835000521059,"-",962055,"USD"
"VST","VISTRA CORP","92840M102","BZ8VJQ8",0.0006912218871572891,"-",3864978,"USD"
"EXC","EXELON CORP","30161N101","2670519",0.0006908517737027109,"-",12476386,"USD"
"FLEX","FLEX LTD","Y2573F102","2353058",0.0006772275973476909,"-",4483112,"USD"
"HUM","HUMANA INC","444859102","2445063",0.0006737065179960264,"-",1464311,"USD"
"MCHP","MICROCHIP TECHNOLOGY INC","595017104","2592174",0.000659772246584468,"-",6598764,"USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWRE","874054109","2122117",0.000656151136569404,"-",2122542,"USD"
"CBRE","CBRE GROUP INC   A","12504L109","B6WVMH3",0.0006497691802445122,"-",3570610,"USD"
"RSG","REPUBLIC SERVICES INC","760759100","2262530",0.0006472284013941634,"-",2438485,"USD"
"OXY","OCCIDENTAL PETROLEUM CORP","674599105","2655408",0.0006452878065242119,"-",8853571,"USD"
"NDAQ","NASDAQ INC","631103108","2965107",0.0006388158226022605,"-",5447824,"USD"
"PRU","PRUDENTIAL FINANCIAL INC","744320102","2819118",0.0006386757796735011,"-",4231019,"USD"
"XYZ","BLOCK INC","852234103","BYNZGK1",0.0006367751970689096,"-",6525778,"USD"
"VTR","VENTAS INC","92276F100","2927925",0.0006361950192211921,"-",5928281,"USD"
"A","AGILENT TECHNOLOGIES INC","00846U101","2520153",0.0006357448812358941,"-",3446121,"USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","169656105","B0X7DZ3",0.0006176493342269139,"-",15640615,"USD"
"UAL","UNITED AIRLINES HOLDINGS INC","910047109","B4QG225",0.0006168891011850773,"-",3957561,"USD"
"AIG","AMERICAN INTERNATIONAL GROUP","026874784","2027342",0.0006167790674553378,"-",6464811,"USD"
"MSCI","MSCI INC","55354G100","B2972D2",0.0006152385952389846,"-",887552,"USD"
"IQV","IQVIA HOLDINGS INC","46266C105","BDR73G1",0.0006124477397301369,"-",2035293,"USD"
"WAT","WATERS CORP","941848103","2937689",0.0006123477090667374,"-",1195669,"USD"
"ROP","ROPER TECHNOLOGIES INC","776696106","2749602",0.0006064859121915232,"-",1230173,"USD"
"SYY","SYSCO CORP","871829107","2868165",0.0006062758477983841,"-",5830564,"USD"
"IBKR","INTERACTIVE BROKERS GRO CL A","45841N107","B1WT4X2",0.0006018144802107638,"-",5431814,"USD"
"YUM","YUM  BRANDS INC","988498101","2098876",0.0006003840417241501,"-",3360987,"USD"
"DHI","DR HORTON INC","23331A109","2250687",0.0005984334437878588,"-",3215879,"USD"
"KDP","KEURIG DR PEPPER INC","49271V100","BD3W133",0.0005974131310211832,"-",16589981,"USD"
"ED","CONSOLIDATED EDISON INC","209115104","2216850",0.0005962127630603886,"-",4494185,"USD"
"NTAP","NETAPP INC","64110D104","2630643",0.0005901509048583753,"-",2409497,"USD"
"FANG","DIAMONDBACK ENERGY INC","25278X109","B7Y8YR3",0.00058908057676,"-",2366502,"USD"
"PAYX","PAYCHEX INC","704326107","2674458",0.0005886904571727417,"-",3932673,"USD"
"ADM","ARCHER DANIELS MIDLAND CO","039483102","2047317",0.0005834688565432847,"-",5876237,"USD"
"ODFL","OLD DOMINION FREIGHT LINE","679580100","2656423",0.0005767567990291744,"-",2231488,"USD"
"HIG","HARTFORD INSURANCE GROUP INC","416515104","2476193",0.0005737258699281678,"-",3342688,"USD"
"PCG","P G + E CORP","69331C108","2689560",0.0005732857350092097,"-",26852433,"USD"
"JBL","JABIL INC","466313103","2471789",0.0005661335425761413,"-",1286426,"USD"
"PEG","PUBLIC SERVICE ENTERPRISE GP","744573106","2707677",0.0005639728802467108,"-",6076394,"USD"
